Name,Glasanteil_Süd_[%],Glasanteil_WestOst_[%],Glasanteil_Nord_[%],Produktwahl_Verglasung,Produktwahl_Verschattung,Dämmstärke_[m],VolSpez_Wärmekap_[kJ/m3K],Klimaszenario,,Anteil_Unzufrieden_[%],Tageslichtfaktor_[%],Kühlenergie_[kWh/Jahr],Heizenergie_[kWh/Jahr],Energie_Kunstlicht_[kWh/Jahr],Primärenergie_Total_{kWh/Jahr],Betriebskosten_[EUR/Jahr],Investitionskosten_[EUR]
r7n10065,89.65,33.31,90.24,U=0.3 g=20%,roller,0.115,2577.7,2060,r7n10065,7.145,2.782,78628.5,83869.1,19932.9,331006.4,52244.9,975437.9
r7n10066,55.06,12.48,85.9,U=0.3 g=20%,none,0.179,42.63,2000,r7n10066,7.143,1.115,44643.9,69536,26240.9,304361.2,48669.3,785378.9
r7n10067,95.1,17.88,15.51,U=0.7 g=42%,none,0.1338,334.9,2060,r7n10067,7.021,2.287,104178.1,74702.4,18666.2,332846.3,53335.7,967486.1
r7n10068,47.91,18.05,42.1,U=0.3 g=20%,roller,0.1581,2943.8,2060,r7n10068,7.107,1.132,57017.5,69935.5,28604,316626.9,50830.2,875836.2
r7n10069,28.88,95.51,37.43,U=1.1 g=34%,screen,0.1137,2212.8,2060 Warm,r7n10069,7.548,9.361,125420.2,186952.2,9691.6,466758.2,67964.7,1315911.9
r7n10070,75.2,4.903,91.75,U=0.6 g=18%,roller,0.1432,384.4,2060,r7n10070,7.248,0.5652,54155.1,91057.8,36100,354218.9,55800.1,851978.8
r7n10071,6.359,35.44,62.7,U=1.1 g=34%,screen,0.1518,2922.6,2000,r7n10071,7.532,3.151,48458.7,138795.5,15423.8,371843.3,54986.5,963256.4
r7n10072,34.57,94.57,4.267,U=1.1 g=34%,roller,0.1352,994.4,2000,r7n10072,7.674,8.683,119267.1,181891.7,9136.1,455679.4,66403.2,1372345.2
r7n10073,84.66,0.6861,79.24,U=1.1 g=34%,none,0.1497,818.6,2060,r7n10073,7.201,1.002,61161.7,96398.9,21321.5,338343,52516.4,881413.6
r7n10074,41.55,67.39,89.62,U=0.6 g=23% ,roller,0.1225,774.8,2000,r7n10074,7.459,4.414,82769.8,125549.5,14586.7,374718.3,56601.5,1103433
r7n10075,62.37,87.19,99.82,U=0.6 g=23% ,none,0.1103,58.53,2060,r7n10075,7.481,5.962,128270.9,127093.4,13319.3,401723,61304.1,1295756.2
r7n10076,14.87,52.28,36.39,U=0.7 g=42%,screen,0.1121,890.2,2000,r7n10076,7.394,4.586,80850.5,113570.6,13483.5,356951.4,54418.6,1001777.7
r7n10077,8.114,52.95,26.2,U=1.1 g=34%,roller,0.1308,1242.6,2000,r7n10077,7.534,4.251,72080.9,147708.4,13287.4,393057.5,58041.1,1069893.1
r7n10078,81.48,26.45,3.659,U=1.1 g=34%,roller,0.1755,2926.1,2060 Warm,r7n10078,7.172,2.635,93785.9,99212.6,16573.5,352928.4,54891.8,1005476.4
r7n10079,92.57,10.67,54.24,U=0.6 g=18%,screen,0.1939,886.7,2060 Warm,r7n10079,7.062,0.7968,73811,74426.1,31808,338071,54293.3,899569.3
r7n10080,23.16,75.96,54.31,U=0.7 g=42%,none,0.1862,510,2060 Warm,r7n10080,7.894,7.065,245550.3,92319.9,11032,425573.2,68459.7,1438102.5
r7n10081,53.76,28.67,96.09,U=0.7 g=42%,screen,0.1041,570.2,2060,r7n10081,7.339,3.772,90294.8,111240.8,15332.5,363195.4,55729,986123.9
r7n10082,94.32,66.61,96.96,U=0.3 g=20%,roller,0.1034,2060.5,2000,r7n10082,7.261,4.857,94177.5,91333.7,14897.3,340301.2,53287.5,1074206.2
r7n10083,81.21,51.66,8.275,U=0.6 g=18%,roller,0.1074,716.2,2000,r7n10083,7.442,1.814,56838.8,126837.1,22531.6,375039.1,56551.8,1041690.3
r7n10084,68.52,14.27,67.09,U=0.7 g=42%,screen,0.1798,2399.7,2060 Warm,r7n10084,7.123,2.24,92948.7,77920.5,18163.7,329262.7,52427.4,939068.9
r7n10085,58.47,98.75,85.49,U=0.7 g=42%,screen,0.1127,1244.5,2060,r7n10085,7.652,10.82,184588.1,123418.5,9396.5,423968,65588.7,1371708
r7n10086,0.1498,80.07,79.23,U=0.3 g=20%,none,0.144,2400.3,2060 Warm,r7n10086,7.249,4.163,130786.2,80762.8,15784.2,351154.9,56107.3,1171676.6
r7n10087,24.83,78.98,78.97,U=1.1 g=34%,screen,0.1098,865.3,2060 Warm,r7n10087,7.51,7.909,117669.7,180995.5,10228.9,455797.6,66498.9,1242108.5
r7n10088,5.015,9.158,46.44,U=0.6 g=18%,none,0.1402,698.4,2000,r7n10088,7.389,0.2821,39928.8,93728.7,51048,375751,59430.2,782006.2
r7n10089,41.6,77.44,27.62,U=1.1 g=34%,screen,0.1436,2217.7,2060 Warm,r7n10089,7.457,7.194,113547.2,163091.9,10687.9,432270.6,63777.6,1229001.3
r7n10090,77.62,74.11,84.78,U=0.3 g=20%,none,0.1793,1572.6,2060,r7n10090,7.146,4.649,122607.8,73089.4,15469.7,336185.5,54067,1196297.7
r7n10091,10.7,25.51,35.08,U=0.6 g=23% ,none,0.185,2100,2060,r7n10091,7.204,1.246,58401.3,78911.5,26413.2,324482.8,51489.8,890314.1
r7n10092,88.37,40.9,35.18,U=0.3 g=20%,roller,0.1694,2906.6,2060 Warm,r7n10092,7.022,2.797,100994.6,66670.7,19226.5,322246.2,52106.8,1017857.3
r7n10093,40.99,99.9,84.6,U=0.7 g=42%,roller,0.1656,2291.5,2000,r7n10093,8.007,10.18,248676.4,112240.3,8398.5,446855.6,70611.8,1459479.9
r7n10094,19.62,69.42,90.86,U=0.6 g=23% ,none,0.1614,150.8,2060,r7n10094,7.357,4.173,103998.5,109369.7,15573.3,369553.4,57021.8,1137016.6
r7n10095,49.95,88.22,89.5,U=0.6 g=18%,roller,0.1417,2047.9,2000,r7n10095,7.529,3.184,80320.2,142076.2,17345.1,398416,59467.7,1203229.5
r7n10096,84.33,62.84,1.693,U=0.6 g=23% ,none,0.1776,636.6,2000,r7n10096,7.313,3.93,83667.4,99653.4,15847.4,345876.5,53593.7,1075739.9
r7n10097,4.598,65.16,92.16,U=0.6 g=18%,none,0.1638,687.8,2060,r7n10097,7.382,2.049,79923,116011.3,21556.2,374001.2,57265.6,1070358.3
r7n10098,10.35,93.21,68.94,U=0.6 g=18%,roller,0.1113,700.5,2000,r7n10098,7.553,3.043,76827.7,148537.5,17947.8,405307.1,60163.6,1199843.9
r7n10099,53.03,52.54,14.03,U=0.3 g=20%,roller,0.1466,2216.8,2060 Warm,r7n10099,7.083,2.68,103224.1,73181,19139.6,331383.6,53200.5,1037894.5
r7n10100,1.332,63.33,34.58,U=0.6 g=18%,screen,0.1689,999.2,2060,r7n10100,7.342,1.824,75373.6,106420.4,23395.8,362856.2,56068.9,1035435.5
